node1	node2	edge_score	
Fetal Membranes, Premature Rupture	PTGS1	1.0	
Fetal Membranes, Premature Rupture	PTGS2	1.0	
Aortic valve calcification	PTGS2	1.0	
Thymic Carcinoma	PTGS2	1.0	
Chorioamnionitis	PTGS1	1.0	
Chorioamnionitis	PTGS2	1.0	
Connective Tissue Diseases	PTGS1	1.0	
Connective Tissue Diseases	PTGS2	1.0	
Myocardial Reperfusion Injury	ALOX5	1.0	
Myocardial Reperfusion Injury	PTGS2	1.0	
Medullary thyroid carcinoma	PTGS1	1.0	
Medullary thyroid carcinoma	PTGS2	1.0	
Premature Obstetric Labor	PTGS1	1.0	
Premature Obstetric Labor	PTGS2	1.0	
Arthritis, Psoriatic	PTGS1	1.0	
Arthritis, Psoriatic	PTGS2	1.0	
Anterior myocardial infarction	PTGS2	1.0	
Prostatitis	PTGS2	1.0	
Enzyme inhibition disorder	PTGS2	1.0	
Mucinous Neoplasm	PTGS2	1.0	
Bronchiolitis, Viral	ALOX5	1.0	
Bronchiolitis, Viral	PTGS2	1.0	
Pericardial effusion	PTGS2	1.0	
Streptococcal pneumonia	PTGS2	1.0	
Aortic aneurysm without mention of rupture NOS	ALOX5	1.0	
Endothelial dysfunction	PTGS1	1.0	
Endothelial dysfunction	PTGS2	1.0	
Hepatic encephalopathy	PTGS1	1.0	
Multiple Organ Failure	ALOX5	1.0	
Rhinitis, Allergic, Perennial	PTGS2	1.0	
Osteoarthritis of distal interphalangeal joint	PTGS2	1.0	
Peptic Ulcer Hemorrhage	PTGS1	1.0	
Invasive Lobular Breast Carcinoma	PTGS2	1.0	
Kidney Failure, Chronic	ALOX5	1.0	
Kidney Failure, Chronic	PTGS1	1.0	
Kidney Failure, Chronic	PTGS2	1.0	
Sudden death	PTGS2	1.0	
Acute postoperative pain	PTGS2	1.0	
Salmonella infections	PTGS2	1.0	
Sclerosis	PTGS2	1.0	
Osteoarthritis of the hand	PTGS2	1.0	
Lupus Nephritis	PTGS1	1.0	
Lupus Nephritis	PTGS2	1.0	
Pain	ALOX5	1.0	
Pain	PTGS1	1.0	
Pain	PTGS2	1.0	
Simple pneumoconiosis	PTGS2	1.0	
Ovarian hyperstimulation syndrome	PTGS2	1.0	
Xeroderma pigmentosum, group A	PTGS2	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	ALOX5	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	PTGS2	1.0	
Purpura, Thrombotic Thrombocytopenic	PTGS2	1.0	
Prostate cancer stage C	PTGS2	1.0	
Diffuse Astrocytoma	PTGS2	1.0	
Juvenile polyposis syndrome	PTGS2	1.0	
Gastro-esophageal reflux disease with esophagitis	PTGS2	1.0	
Cerebral aneurysm	PTGS2	1.0	
Gastric Cardia Adenocarcinoma	PTGS2	1.0	
Nasal polyposis	PTGS1	1.0	
Nasal polyposis	PTGS2	1.0	
Inflammation	ALOX5	1.0	
Inflammation	PTGS1	1.0	
Inflammation	PTGS2	1.0	
Gastritis	PTGS1	1.0	
Gastritis	PTGS2	1.0	
Dermal atrophy	PTGS1	1.0	
Dermal atrophy	PTGS2	1.0	
Netherton syndrome	PTGS2	1.0	
Intestinal Cancer	PTGS2	1.0	
Neuropathogenesis	PTGS2	1.0	
Bronchogenic Carcinoma	PTGS2	1.0	
Neoplasm of the tongue	PTGS2	1.0	
Displacement of intervertebral disc	PTGS2	1.0	
Primary Sj�gren's syndrome	PTGS1	1.0	
Chemical Carcinogenesis	PTGS2	1.0	
Cerebral Hemorrhage	ALOX5	1.0	
Cerebral Hemorrhage	PTGS2	1.0	
Dryness of eye	PTGS2	1.0	
AIDS Dementia Complex	PTGS2	1.0	
Monocytic leukemia	PTGS2	1.0	
Memory impairment	ALOX5	1.0	
Memory impairment	PTGS1	1.0	
Esophageal Neoplasms	ALOX5	1.0	
Esophageal Neoplasms	PTGS1	1.0	
Esophageal Neoplasms	PTGS2	1.0	
Thromboangiitis Obliterans	PTGS2	1.0	
Drug usage	PTGS2	1.0	
Hyperoxia	ALOX5	1.0	
Dry Eye Syndromes	PTGS2	1.0	
Chronic Fatigue Syndrome	PTGS2	1.0	
CARCINOMA OF VULVA	PTGS2	1.0	
Nephrotic syndrome, type 5, with or without ocular abnormalities	ALOX5	1.0	
Nephrotic syndrome, type 5, with or without ocular abnormalities	PTGS2	1.0	
Experimental Organism Basal Cell Carcinoma	PTGS1	1.0	
Experimental Organism Basal Cell Carcinoma	PTGS2	1.0	
Drusen	PTGS2	1.0	
Pelvic inflammatory disease	PTGS2	1.0	
Bile duct cancer resectable	PTGS2	1.0	
Poorly differentiated carcinoma	PTGS2	1.0	
Acute kidney injury	ALOX5	1.0	
Acute kidney injury	PTGS2	1.0	
Friedreich's ataxia	PTGS2	1.0	
Arthritis, Reactive	PTGS2	1.0	
Idiopathic fibrosing alveolitis, chronic form	PTGS2	1.0	
Hematocrit level	PTGS2	1.0	
Inflammatory disorder	ALOX5	1.0	
Inflammatory disorder	PTGS2	1.0	
Bloom syndrome	PTGS2	1.0	
Uterine Cancer	PTGS2	1.0	
Aural atresia, congenital	ALOX5	1.0	
Peptic Esophagitis	PTGS2	1.0	
Leukoplakia	PTGS2	1.0	
Squamous intraepithelial lesion	PTGS2	1.0	
Oncocytic Neoplasm	PTGS2	1.0	
Coronary heart disease 7	ALOX5	1.0	
Coronary heart disease 7	PTGS1	1.0	
Coronary heart disease 7	PTGS2	1.0	
Endometrial Hyperplasia	PTGS2	1.0	
Hyperlipidemia, combined, 1	ALOX5	1.0	
Hyperlipidemia, combined, 1	PTGS1	1.0	
Helicobacter pylori infection	PTGS1	1.0	
Helicobacter pylori infection	PTGS2	1.0	
Endometriosis of uterus	PTGS2	1.0	
Aicardi Goutieres syndrome 1	PTGS2	1.0	
Respiratory Syncytial Virus Infections	ALOX5	1.0	
Respiratory Syncytial Virus Infections	PTGS2	1.0	
Adenocarcinoma Of Esophagus	PTGS1	1.0	
Adenocarcinoma Of Esophagus	PTGS2	1.0	
Malignant Fibrous Histiocytoma	PTGS2	1.0	
Dysmorphic features	PTGS1	1.0	
Glucocorticoid resistance, generalized	ALOX5	1.0	
Inflammatory pain	PTGS2	1.0	
Oropharyngeal squamous cell carcinoma	PTGS2	1.0	
Lymphangiomyomatosis	PTGS2	1.0	
Lupus Vulgaris	PTGS1	1.0	
Lupus Vulgaris	PTGS2	1.0	
Oral Submucous Fibrosis	PTGS2	1.0	
Desmoid tumor	PTGS2	1.0	
Carcinoma, Lobular	PTGS2	1.0	
Adenocarcinoma, Endometrioid	PTGS2	1.0	
Shigella Infections	PTGS2	1.0	
Sarcoidosis, Pulmonary	PTGS2	1.0	
Adverse drug events and drug allergies	PTGS2	1.0	
Aortic valve disease 2	ALOX5	1.0	
Xerostomia	PTGS2	1.0	
Malignant neoplasm of the central nervous system	PTGS2	1.0	
Adenomatous polyp of colon	ALOX5	1.0	
Ovarian adenocarcinoma	PTGS2	1.0	
Pancreatic intraepithelial neoplasia	PTGS2	1.0	
Discoid lupus erythematosus	PTGS1	1.0	
Discoid lupus erythematosus	PTGS2	1.0	
Cognition Disorders	PTGS2	1.0	
Turcot syndrome	PTGS2	1.0	
Huntington's chorea	ALOX5	1.0	
Huntington's chorea	PTGS2	1.0	
Pancreatic adenocarcinoma	ALOX5	1.0	
Pancreatic adenocarcinoma	PTGS2	1.0	
Cancer Cell Growth	ALOX5	1.0	
Cancer Cell Growth	PTGS2	1.0	
Neoplasm of the colon	ALOX5	1.0	
Neoplasm of the colon	PTGS1	1.0	
Neoplasm of the colon	PTGS2	1.0	
Systemic Inflammatory Response Syndrome	PTGS1	1.0	
Chronic myeloid leukemia	ALOX5	1.0	
Chronic myeloid leukemia	PTGS1	1.0	
Chronic myeloid leukemia	PTGS2	1.0	
Breast Fibrocystic Disease	PTGS2	1.0	
Ovarian Serous Adenocarcinoma	PTGS2	1.0	
Early-Stage Breast Carcinoma	PTGS2	1.0	
Thyroid Nodule	PTGS2	1.0	
Angiogenic Switch	PTGS2	1.0	
Head and Neck Neoplasms	PTGS1	1.0	
Head and Neck Neoplasms	PTGS2	1.0	
Aqueous Humor Disorders	PTGS2	1.0	
