node1	node2	edge_score	
DB01151	SLC6A2	1.0	
DB01151	SLC6A4	1.0	
DB01151	SMPD1	1.0	
DB01151	CYP2D6	1.0	
DB01151	SLC22A5	1.0	
DB01151	CYP2B6	1.0	
DB01151	ABCB1	1.0	
DB01151	HTR2A	1.0	
DB01151	HTR2C	1.0	
DB01151	HRH1	1.0	
DB01151	SLC22A1	1.0	
DB01151	CHRM4	1.0	
DB01151	CHRM3	1.0	
DB01151	CHRM2	1.0	
DB01151	CHRM1	1.0	
DB01151	CYP2A6	1.0	
DB01151	CYP3A4	1.0	
DB01151	CYP1A2	1.0	
DB01151	ORM1	1.0	
DB01151	DRD2	1.0	
DB01151	CYP2E1	1.0	
DB01151	SLC22A4	1.0	
DB01151	ADRB1	1.0	
DB01151	ADRB2	1.0	
DB01151	CYP2C19	1.0	
DB01151	CYP2C18	1.0	
DB01151	SLC22A2	1.0	
DB01151	SLC22A3	1.0	
DB01151	HTR1A	1.0	

