node1	node2	edge_score	
DB01224	CYP2D6	1.0	
DB01224	ADRA2A	1.0	
DB01224	ADRA2B	1.0	
DB01224	ADRA2C	1.0	
DB01224	ABCB1	1.0	
DB01224	HTR2A	1.0	
DB01224	HTR2C	1.0	
DB01224	HRH1	1.0	
DB01224	CHRM4	1.0	
DB01224	CHRM3	1.0	
DB01224	CHRM2	1.0	
DB01224	CHRM1	1.0	
DB01224	HTR6	1.0	
DB01224	HTR7	1.0	
DB01224	CYP3A4	1.0	
DB01224	CYP3A5	1.0	
DB01224	ADRA1A	1.0	
DB01224	ADRA1B	1.0	
DB01224	ADRA1D	1.0	
DB01224	DRD4	1.0	
DB01224	DRD5	1.0	
DB01224	DRD2	1.0	
DB01224	DRD3	1.0	
DB01224	DRD1	1.0	
DB01224	CYP2C19	1.0	
DB01224	HTR3A	1.0	
DB01224	HTR1D	1.0	
DB01224	HTR1E	1.0	
DB01224	HTR1A	1.0	
DB01224	HTR1B	1.0	

