node1	node2	edge_score	
DB00477	ALB	1.0	
DB00477	BCHE	1.0	
DB00477	CYP2D6	1.0	
DB00477	HRH4	1.0	
DB00477	ABCB1	1.0	
DB00477	HTR2A	1.0	
DB00477	HTR2C	1.0	
DB00477	HRH1	1.0	
DB00477	CHRM3	1.0	
DB00477	CHRM1	1.0	
DB00477	HTR6	1.0	
DB00477	HTR7	1.0	
DB00477	ABCB11	1.0	
DB00477	CYP3A4	1.0	
DB00477	ADRA1A	1.0	
DB00477	CYP1A2	1.0	
DB00477	ADRA1B	1.0	
DB00477	KCNH2	1.0	
DB00477	DRD4	1.0	
DB00477	DRD5	1.0	
DB00477	DRD2	1.0	
DB00477	DRD3	1.0	
DB00477	CYP2E1	1.0	
DB00477	DRD1	1.0	
DB00477	SMPD1	1.0	
DB00477	HTR1A	1.0	

