node1	node2	edge_score	
DB08896	PDGFRB	1.0	
DB08896	PDGFRA	1.0	
DB08896	EPHA2	1.0	
DB08896	RET	1.0	
DB08896	UGT1A9	1.0	
DB08896	ABL1	1.0	
DB08896	FLT4	1.0	
DB08896	RAF1	1.0	
DB08896	UGT1A1	1.0	
DB08896	FLT1	1.0	
DB08896	TEK	1.0	
DB08896	CYP2B6	1.0	
DB08896	NTRK1	1.0	
DB08896	ABCB1	1.0	
DB08896	KDR	1.0	
DB08896	FRK	1.0	
DB08896	CYP3A4	1.0	
DB08896	FGFR2	1.0	
DB08896	FGFR1	1.0	
DB08896	CYP2C9	1.0	
DB08896	CYP2C8	1.0	
DB08896	ABCG2	1.0	
DB08896	DDR2	1.0	
DB08896	KIT	1.0	
DB08896	BRAF	1.0	
DB08896	MAPK11	1.0	

