node1	node2	edge_score	
DB00334	ADRA1A	1.0	
DB00334	UGT1A4	1.0	
DB00334	CYP2D6	1.0	
DB00334	ABCB1	1.0	
DB00334	HTR2A	1.0	
DB00334	HTR2C	1.0	
DB00334	HRH1	1.0	
DB00334	FMO3	1.0	
DB00334	CHRM4	1.0	
DB00334	CHRM3	1.0	
DB00334	CHRM2	1.0	
DB00334	CHRM1	1.0	
DB00334	HTR6	1.0	
DB00334	CYP3A4	1.0	
DB00334	CYP2C9	1.0	
DB00334	CYP1A2	1.0	
DB00334	ADRA1B	1.0	
DB00334	ORM1	1.0	
DB00334	DRD4	1.0	
DB00334	DRD5	1.0	
DB00334	DRD2	1.0	
DB00334	DRD3	1.0	
DB00334	DRD1	1.0	
DB00334	CYP2C19	1.0	
DB00334	HTR3A	1.0	
DB00334	ALB	1.0	

