node1	node2	edge_score	
DB00246	AOX1	1.0	
DB00246	ADRA2A	1.0	
DB00246	ADRA2B	1.0	
DB00246	ADRA2C	1.0	
DB00246	HTR2A	1.0	
DB00246	HTR2C	1.0	
DB00246	HRH1	1.0	
DB00246	CHRM4	1.0	
DB00246	CHRM3	1.0	
DB00246	CHRM2	1.0	
DB00246	CHRM1	1.0	
DB00246	HTR6	1.0	
DB00246	HTR7	1.0	
DB00246	CYP3A4	1.0	
DB00246	ADRA1A	1.0	
DB00246	ADRA1B	1.0	
DB00246	DRD4	1.0	
DB00246	DRD5	1.0	
DB00246	DRD2	1.0	
DB00246	DRD3	1.0	
DB00246	DRD1	1.0	
DB00246	HTR3A	1.0	
DB00246	HTR1D	1.0	
DB00246	HTR1E	1.0	
DB00246	HTR1A	1.0	
DB00246	HTR1B	1.0	

