node1	node2	edge_score	
DB01254	PDGFRB	1.0	
DB01254	SRC	1.0	
DB01254	EPHA5	1.0	
DB01254	HSPA8	1.0	
DB01254	EPHA2	1.0	
DB01254	MAPK14	1.0	
DB01254	ABL1	1.0	
DB01254	ABL2	1.0	
DB01254	BCR	1.0	
DB01254	CYP1B1	1.0	
DB01254	EPHB4	1.0	
DB01254	FYN	1.0	
DB01254	FGR	1.0	
DB01254	ABCB1	1.0	
DB01254	YES1	1.0	
DB01254	LYN	1.0	
DB01254	FMO3	1.0	
DB01254	CSK	1.0	
DB01254	FRK	1.0	
DB01254	NR4A3	1.0	
DB01254	CYP1A2	1.0	
DB01254	CYP3A4	1.0	
DB01254	CYP3A5	1.0	
DB01254	CYP1A1	1.0	
DB01254	ABCG2	1.0	
DB01254	KIT	1.0	
DB01254	STAT5B	1.0	
DB01254	PPAT	1.0	
DB01254	LCK	1.0	
DB01254	BTK	1.0	

