node1	node2	edge_score	
DB13956	SLCO1B1	1.0	
DB13956	SLCO1B3	1.0	
DB13956	FABP2	1.0	
DB13956	UGT1A1	1.0	
DB13956	NCOA2	1.0	
DB13956	CYP1B1	1.0	
DB13956	ABCB1	1.0	
DB13956	SLCO4A1	1.0	
DB13956	ESRRG	1.0	
DB13956	BECN1	1.0	
DB13956	CYP1A1	1.0	
DB13956	SLCO2B1	1.0	
DB13956	ABCG2	1.0	
DB13956	CHRNA4	1.0	
DB13956	SLCO1A2	1.0	
DB13956	CYP3A4	1.0	
DB13956	CYP3A5	1.0	
DB13956	ABCC10	1.0	
DB13956	SLCO1C1	1.0	
DB13956	CYP2C9	1.0	
DB13956	CYP2C8	1.0	
DB13956	CYP1A2	1.0	
DB13956	ESR2	1.0	
DB13956	ESR1	1.0	
DB13956	ALB	1.0	
DB13956	SLC22A11	1.0	
DB13956	SHBG	1.0	
DB13956	NR1I2	1.0	
DB13956	CYP2C19	1.0	
DB13956	SLC22A1	1.0	
DB13956	SLC22A2	1.0	
DB13956	SLC22A3	1.0	
DB13956	SLC22A8	1.0	

