node1	node2	edge_score	
DB01136	PTGS1	1.0	
DB01136	HIF1A	1.0	
DB01136	ADRA2C	1.0	
DB01136	UGT1A1	1.0	
DB01136	CYP2D6	1.0	
DB01136	ADRA2A	1.0	
DB01136	ADRA2B	1.0	
DB01136	XDH	1.0	
DB01136	ABCB1	1.0	
DB01136	NPPB	1.0	
DB01136	ADRA1A	1.0	
DB01136	NDUFC2	1.0	
DB01136	GJA1	1.0	
DB01136	VEGFA	1.0	
DB01136	VCAM1	1.0	
DB01136	CYP3A4	1.0	
DB01136	CYP2C9	1.0	
DB01136	CYP1A1	1.0	
DB01136	CYP1A2	1.0	
DB01136	ADRA1B	1.0	
DB01136	ADRA1D	1.0	
DB01136	KCNH2	1.0	
DB01136	SELE	1.0	
DB01136	KCNJ4	1.0	
DB01136	CYP2E1	1.0	
DB01136	ADRB1	1.0	
DB01136	ADRB2	1.0	

