node1	node2	edge_score	
DB02659	COX5A	1.0	
DB02659	COX5B	1.0	
DB02659	SLCO1B1	1.0	
DB02659	SLCO1B3	1.0	
DB02659	PLA2G1B	1.0	
DB02659	FABP1	1.0	
DB02659	COX6B1	1.0	
DB02659	FECH	1.0	
DB02659	SLC10A2	1.0	
DB02659	SLC10A1	1.0	
DB02659	ABCB1	1.0	
DB02659	COX8A	1.0	
DB02659	NR1H4	1.0	
DB02659	COX6C	1.0	
DB02659	ESRRG	1.0	
DB02659	CES1	1.0	
DB02659	ABCB11	1.0	
DB02659	SLCO1A2	1.0	
DB02659	COX6A2	1.0	
DB02659	COX4I1	1.0	
DB02659	COX7C	1.0	
DB02659	ADH1C	1.0	
DB02659	ABCC4	1.0	
DB02659	SLC22A8	1.0	
DB02659	ABCC1	1.0	
DB02659	ABCC2	1.0	
DB02659	ABCC3	1.0	

