node1	node2	edge_score	
DB00563	AOX1	1.0	
DB00563	DHFR	1.0	
DB00563	SLCO1B1	1.0	
DB00563	SLCO1B3	1.0	
DB00563	ABCC1	1.0	
DB00563	PGD	1.0	
DB00563	ABCB1	1.0	
DB00563	SLCO1C1	1.0	
DB00563	GGH	1.0	
DB00563	SLC46A1	1.0	
DB00563	MTHFR	1.0	
DB00563	FPGS	1.0	
DB00563	SLCO1A2	1.0	
DB00563	CYP3A4	1.0	
DB00563	ABCC10	1.0	
DB00563	ABCC11	1.0	
DB00563	ABCG2	1.0	
DB00563	ATIC	1.0	
DB00563	SLC16A1	1.0	
DB00563	ALB	1.0	
DB00563	SLC22A11	1.0	
DB00563	TYMS	1.0	
DB00563	SLC22A6	1.0	
DB00563	ABCC4	1.0	
DB00563	SLC19A1	1.0	
DB00563	SLC22A8	1.0	
DB00563	FOLR1	1.0	
DB00563	ABCC2	1.0	
DB00563	ABCC3	1.0	

