node1	node2	edge_score	
DB00661	SLC6A4	1.0	
DB00661	CACNA1D	1.0	
DB00661	SLCO1B1	1.0	
DB00661	CACNB4	1.0	
DB00661	CACNA1I	1.0	
DB00661	CYP2D6	1.0	
DB00661	CACNB3	1.0	
DB00661	CACNB2	1.0	
DB00661	CACNA1B	1.0	
DB00661	CACNA1C	1.0	
DB00661	CYP2B6	1.0	
DB00661	CACNA1F	1.0	
DB00661	CACNA1G	1.0	
DB00661	ABCB1	1.0	
DB00661	CACNA1S	1.0	
DB00661	CACNB1	1.0	
DB00661	CYP2C18	1.0	
DB00661	ADRA1A	1.0	
DB00661	KCNJ11	1.0	
DB00661	ABCG2	1.0	
DB00661	ABCB11	1.0	
DB00661	SLCO1A2	1.0	
DB00661	CYP3A4	1.0	
DB00661	CYP3A5	1.0	
DB00661	ABCC10	1.0	
DB00661	CYP2C9	1.0	
DB00661	CYP2C8	1.0	
DB00661	CYP1A2	1.0	
DB00661	ADRA1B	1.0	
DB00661	ADRA1D	1.0	
DB00661	KCNH2	1.0	
DB00661	SLC22A4	1.0	
DB00661	SLC22A5	1.0	
DB00661	CYP2C19	1.0	
DB00661	SLC22A1	1.0	
DB00661	CACNA1A	1.0	
DB00661	ABCC4	1.0	
DB00661	SCN5A	1.0	
DB00661	ABCC1	1.0	
DB00661	ABCC2	1.0	
DB00661	ABCC3	1.0	

