node1	node2	edge_score	
DB00313	PTGS1	1.0	
DB00313	HDAC2	1.0	
DB00313	HDAC9	1.0	
DB00313	UGT1A8	1.0	
DB00313	UGT1A9	1.0	
DB00313	UGT1A4	1.0	
DB00313	UGT1A6	1.0	
DB00313	UGT1A1	1.0	
DB00313	UGT1A3	1.0	
DB00313	OGDH	1.0	
DB00313	UGT1A10	1.0	
DB00313	CYP2B6	1.0	
DB00313	UGT2B15	1.0	
DB00313	UGT2B7	1.0	
DB00313	PPARG	1.0	
DB00313	PPARD	1.0	
DB00313	CYP2A6	1.0	
DB00313	ACADSB	1.0	
DB00313	PPARA	1.0	
DB00313	CYP3A4	1.0	
DB00313	CYP3A5	1.0	
DB00313	CYP2C9	1.0	
DB00313	CYP2C8	1.0	
DB00313	CYP1A2	1.0	
DB00313	SLC16A1	1.0	
DB00313	ALB	1.0	
DB00313	SLC22A5	1.0	
DB00313	SLC22A6	1.0	
DB00313	CYP2C19	1.0	
DB00313	CYP2C18	1.0	
DB00313	SLCO2B1	1.0	
DB00313	ALDH5A1	1.0	
DB00313	SLC22A8	1.0	

