node1	node2	edge_score	
DB01593	CPE	1.0	
DB01593	CCS	1.0	
DB01593	HBB	1.0	
DB01593	TPI1	1.0	
DB01593	APLP1	1.0	
DB01593	APLP2	1.0	
DB01593	AGT	1.0	
DB01593	GSN	1.0	
DB01593	DCD	1.0	
DB01593	SEMG1	1.0	
DB01593	FGA	1.0	
DB01593	A1BG	1.0	
DB01593	SOD1	1.0	
DB01593	P4HB	1.0	
DB01593	SIVA1	1.0	
DB01593	MGMT	1.0	
DB01593	MDM2	1.0	
DB01593	NME1	1.0	
DB01593	FN1	1.0	
DB01593	APP	1.0	
DB01593	C1QC	1.0	
DB01593	C1QB	1.0	
DB01593	UTRN	1.0	
DB01593	IGFALS	1.0	
DB01593	APOA1	1.0	
DB01593	APOA2	1.0	
DB01593	APOE	1.0	
DB01593	HRNR	1.0	
DB01593	C4BPA	1.0	
DB01593	ITIH4	1.0	
DB01593	JUP	1.0	
DB01593	MT1A	1.0	
DB01593	FCN3	1.0	
DB01593	BRCC3	1.0	
DB01593	PARP1	1.0	
DB01593	DSP	1.0	
DB01593	F12	1.0	
DB01593	SERPIND1	1.0	
DB01593	MPG	1.0	
DB01593	TP53	1.0	
DB01593	ESR1	1.0	
DB01593	ITIH3	1.0	
DB01593	INS	1.0	
DB01593	SHBG	1.0	
DB01593	KRT16	1.0	
DB01593	KRT14	1.0	
DB01593	KRT10	1.0	
DB01593	ORM2	1.0	
DB01593	HDAC1	1.0	
DB01593	HDAC4	1.0	
DB01593	HDAC8	1.0	
DB01593	KRT2	1.0	
DB01593	KRT1	1.0	
DB01593	KRT5	1.0	
DB01593	ITIH1	1.0	
DB01593	KRT9	1.0	
DB01593	ITIH2	1.0	
DB01593	A2M	1.0	
DB01593	ASPA	1.0	
DB01593	IDE	1.0	
DB01593	S100A9	1.0	
DB01593	S100A8	1.0	
DB01593	KRT6A	1.0	
DB01593	C3	1.0	
DB01593	S100A7	1.0	
DB01593	C5	1.0	
DB01593	S100A2	1.0	
DB01593	F13B	1.0	
DB01593	C4B_2	1.0	
DB01593	VTN	1.0	
DB01593	ENO1	1.0	
DB01593	CLU	1.0	
DB01593	CP	1.0	
DB01593	BDKRB1	1.0	
DB01593	F2	1.0	
DB01593	PSPH	1.0	
DB01593	PON1	1.0	
DB01593	KNG1	1.0	
DB01593	TP73	1.0	
DB01593	IL3	1.0	
DB01593	CPN1	1.0	
DB01593	CA1	1.0	
DB01593	MT2A	1.0	
DB01593	EEF1A1	1.0	
DB01593	PRDX1	1.0	
DB01593	PDCD6	1.0	
DB01593	C8A	1.0	
DB01593	C8B	1.0	
DB01593	AHSG	1.0	
DB01593	C8G	1.0	
DB01593	SERPINA1	1.0	
DB01593	SERPINA3	1.0	
DB01593	SERPINA4	1.0	
DB01593	MT3	1.0	
DB01593	TF	1.0	
DB01593	APCS	1.0	
DB01593	APOL1	1.0	
DB01593	KLKB1	1.0	
DB01593	HPR	1.0	
DB01593	MMP9	1.0	
DB01593	PDIA3	1.0	
DB01593	GAPDHS	1.0	
DB01593	ALDOA	1.0	
DB01593	HBA2	1.0	
DB01593	CFH	1.0	
DB01593	CFI	1.0	
DB01593	GLRA1	1.0	
DB01593	CFB	1.0	
DB01593	ADH1C	1.0	
DB01593	TTR	1.0	
DB01593	C1S	1.0	
DB01593	C1R	1.0	
DB01593	TUFM	1.0	

