node1	node2	edge_score	
DB00396	SLCO1B1	1.0	
DB00396	CYP17A1	1.0	
DB00396	SLCO1B3	1.0	
DB00396	SLC10A1	1.0	
DB00396	CYP1B1	1.0	
DB00396	CYP2D6	1.0	
DB00396	ABCB1	1.0	
DB00396	PGR	1.0	
DB00396	NR3C2	1.0	
DB00396	NR3C1	1.0	
DB00396	ABCB11	1.0	
DB00396	AR	1.0	
DB00396	CYP2A6	1.0	
DB00396	OPRK1	1.0	
DB00396	CYP3A4	1.0	
DB00396	CYP3A5	1.0	
DB00396	CYP2C9	1.0	
DB00396	CYP1A1	1.0	
DB00396	ABCG2	1.0	
DB00396	ESR2	1.0	
DB00396	ORM1	1.0	
DB00396	ESR1	1.0	
DB00396	SHBG	1.0	
DB00396	CYP2C19	1.0	
DB00396	SLC22A1	1.0	
DB00396	SLC22A2	1.0	
DB00396	SLC22A3	1.0	
DB00396	ABCC1	1.0	

