node1	node2	edge_score	
DB01234	NR3C1	1.0	
DB01234	CYP17A1	1.0	
DB01234	CYP3A43	1.0	
DB01234	CYP11A1	1.0	
DB01234	CYP1B1	1.0	
DB01234	CYP2D6	1.0	
DB01234	NR0B1	1.0	
DB01234	CYP2B6	1.0	
DB01234	ABCB1	1.0	
DB01234	ANXA1	1.0	
DB01234	NOS2	1.0	
DB01234	CYP1A1	1.0	
DB01234	ABCB11	1.0	
DB01234	CYP2A6	1.0	
DB01234	SLCO1A2	1.0	
DB01234	CYP3A4	1.0	
DB01234	CYP3A5	1.0	
DB01234	CYP2C8	1.0	
DB01234	ABCG2	1.0	
DB01234	CYP4A11	1.0	
DB01234	CYP19A1	1.0	
DB01234	CYP2E1	1.0	
DB01234	NR1I2	1.0	
DB01234	CYP2C19	1.0	
DB01234	ABCC2	1.0	

