node1	node2	edge_score	
DB00997	RALBP1	1.0	
DB00997	POR	1.0	
DB00997	NQO1	1.0	
DB00997	AKR1A1	1.0	
DB00997	CBR1	1.0	
DB00997	AKR1C3	1.0	
DB00997	CYP1B1	1.0	
DB00997	CYP2D6	1.0	
DB00997	CYP2B6	1.0	
DB00997	CBR3	1.0	
DB00997	XDH	1.0	
DB00997	ABCB1	1.0	
DB00997	ABCB8	1.0	
DB00997	TOP2A	1.0	
DB00997	NOS1	1.0	
DB00997	NOS2	1.0	
DB00997	NOS3	1.0	
DB00997	NOLC1	1.0	
DB00997	ABCB11	1.0	
DB00997	CYP3A4	1.0	
DB00997	ABCC10	1.0	
DB00997	ABCG2	1.0	
DB00997	SLC22A16	1.0	
DB00997	ALB	1.0	
DB00997	NDUFS2	1.0	
DB00997	NDUFS3	1.0	
DB00997	NDUFS7	1.0	
DB00997	ABCC6	1.0	
DB00997	ABCC1	1.0	
DB00997	ABCC2	1.0	
DB00997	ABCC3	1.0	

