node1	node2	edge_score	
DB00586	PTGS2	1.0	
DB00586	PTGS1	1.0	
DB00586	SLCO1B1	1.0	
DB00586	UGT1A1	1.0	
DB00586	TTR	1.0	
DB00586	CYP2B6	1.0	
DB00586	ABCB1	1.0	
DB00586	SCN4A	1.0	
DB00586	UGT2B7	1.0	
DB00586	CYP1A1	1.0	
DB00586	KCNQ2	1.0	
DB00586	ALOX5	1.0	
DB00586	ASIC1	1.0	
DB00586	KCNQ3	1.0	
DB00586	PLA2G2A	1.0	
DB00586	ABCB11	1.0	
DB00586	CYP3A4	1.0	
DB00586	SLCO1C1	1.0	
DB00586	CYP2C9	1.0	
DB00586	CYP2C8	1.0	
DB00586	CYP1A2	1.0	
DB00586	ALB	1.0	
DB00586	CYP2E1	1.0	
DB00586	SLC22A11	1.0	
DB00586	SLC22A6	1.0	
DB00586	CYP2C19	1.0	
DB00586	CYP2C18	1.0	
DB00586	ABCC4	1.0	
DB00586	SLC22A8	1.0	
DB00586	ABCC1	1.0	

