node1	node2	edge_score	
DB00909	AOX1	1.0	
DB00909	UGT1A1	1.0	
DB00909	CACNA1I	1.0	
DB00909	CACNA1G	1.0	
DB00909	SCN2A	1.0	
DB00909	SCN4A	1.0	
DB00909	SCN1B	1.0	
DB00909	SCN4B	1.0	
DB00909	CA14	1.0	
DB00909	CA12	1.0	
DB00909	CA10	1.0	
DB00909	CYP3A4	1.0	
DB00909	CYP3A5	1.0	
DB00909	CA9	1.0	
DB00909	CA8	1.0	
DB00909	CA3	1.0	
DB00909	CA2	1.0	
DB00909	CA1	1.0	
DB00909	CA6	1.0	
DB00909	CA4	1.0	
DB00909	MAOB	1.0	
DB00909	MAOA	1.0	
DB00909	CYP2C19	1.0	
DB00909	SCN1A	1.0	
DB00909	SCN5A	1.0	
DB00909	SCN3A	1.0	

